+0.05,-1.44,+0.05
+0.03,-0.22,-0.48
-0.20,-1.75,-0.48
+0.33,-1.48,-0.03
-0.53,-0.42,-0.14
+0.05,-1.31,-0.23
+0.03,-0.98,-0.52
-0.41,-0.95,+0.25
+0.58,-1.22,-0.05
-0.45,-0.47,-0.25
-0.05,-1.28,-0.25
+0.16,-1.08,-0.22
-0.55,-0.45,+0.27
+0.20,-1.28,-0.23
-0.06,-0.88,-0.58
-0.08,-0.91,-0.42
+0.61,-1.16,-0.12
-0.64,-0.38,+0.12
-0.06,-1.48,-0.14
+0.11,-1.28,-0.44
-0.30,-0.52,+0.14
-0.19,-0.77,-0.12
-0.19,-0.77,-0.28
-0.05,-1.14,-0.59
+0.58,-1.08,-0.22
-0.66,-0.78,+0.12
+0.20,-0.95,-0.12
-0.23,-1.12,-0.14
