+0.27,-0.02,+0.56
+0.19,-0.02,+0.77
+0.02,-0.02,+1.34
-0.30,-0.03,+1.58
-0.39,-0.03,+1.58
-0.02,-0.03,+1.77
+0.44,-0.02,+1.62
-0.11,-0.03,+1.62
-0.52,-0.03,+1.73
+0.30,-0.02,+1.48
+0.28,-0.02,+1.55
+0.22,-0.02,+1.62
+0.72,-0.02,+1.38
-0.09,-0.03,+1.77
-0.16,-0.03,+1.61
+0.75,-0.02,+1.17
+0.41,-0.02,+1.38
-0.23,-0.03,+1.86
+0.53,-0.02,+1.33
+0.92,-0.02,+1.14
+0.17,-0.02,+1.56
+0.11,-0.02,+1.19
+0.91,-0.02,+1.00
+0.58,-0.02,+1.28
-0.05,-0.03,+1.67
+0.77,-0.02,+1.08
+0.89,-0.02,+1.38
-0.03,-0.03,+1.88
+0.05,-0.02,+1.70
+0.78,-0.02,+1.19
+0.47,-0.02,+1.34
-0.12,-0.03,+1.80
+0.53,-0.02,+1.36
+1.03,-0.02,+1.44
-0.20,-0.03,+1.62
+0.53,-0.02,+1.39
+0.88,-0.02,+1.36
+0.50,-0.02,+1.48
-0.17,-0.03,+1.50
-0.11,-0.03,+1.34
+0.19,-0.02,+1.44
