+0.55,-0.19,+1.41
+1.67,+0.56,-0.06
-0.17,-0.75,+1.89
-0.39,+1.33,+1.31
-1.33,+0.52,+0.72
-1.41,+0.69,-1.23
+0.75,+0.86,-1.83
+1.62,+0.44,-0.16
-0.84,+0.78,-0.89
-1.16,-0.39,-0.75
-1.38,+0.55,-1.03
+1.47,-0.25,-0.81
-1.00,-1.00,+0.33
+1.11,+0.92,+0.75
-1.75,-1.00,+0.02
+0.00,-1.20,+0.55
+0.59,+1.34,+0.00
+0.00,-2.00,+1.58
+0.42,-1.08,+0.23
+0.25,+1.75,+0.00
-1.86,-1.48,+0.25
-1.61,-0.67,-0.72
+0.83,+1.33,-0.59
+0.05,-0.44,-1.70
-0.41,-0.61,+1.23
-1.45,+0.36,-0.89
+0.19,+0.77,+0.08
-1.34,+1.33,-1.97
+1.53,-0.56,+0.08
-0.02,+1.98,-0.25
-1.98,-1.08,-1.02
+0.00,-2.00,-1.81
-1.72,+1.61,-1.28
-0.95,-1.23,-1.70
-0.02,+1.98,+1.45
+1.02,+0.58,-1.83
