+0.75,-0.02,+0.17
+0.59,-0.02,+0.83
+0.55,-0.02,+0.11
+0.45,-0.02,-1.06
+1.06,-0.02,+0.69
+0.78,-0.02,+0.03
+0.31,-0.02,-1.28
+0.98,-0.02,+0.72
+0.84,-0.02,+0.09
+0.48,-0.02,-0.98
+1.14,-0.02,+0.86
+0.78,-0.02,-0.36
+0.69,-0.02,-0.30
+1.16,-0.02,+0.84
+0.64,-0.02,-0.64
+0.88,-0.02,-0.03
+1.19,-0.02,+0.78
+0.41,-0.02,-0.97
+1.02,-0.02,+0.25
+1.14,-0.02,+0.73
+0.42,-0.02,-1.02
+1.17,-0.02,+0.45
+1.20,-0.02,+0.36
+1.30,-0.02,+0.70
+1.20,-0.02,+0.36
+1.25,-0.02,-0.23
+1.50,-0.02,+0.94
+1.28,-0.02,+0.53
+1.20,-0.02,-0.31
+1.62,-0.02,+0.38
