-0.12,-0.03,+1.53
+0.33,-0.02,+1.84
+0.72,-0.02,+1.55
-0.45,-0.03,+1.89
-1.03,-0.03,+1.66
+0.52,-0.02,+1.55
-0.08,-0.03,+1.77
-0.97,-0.03,+1.80
+0.72,-0.02,+1.41
+0.58,-0.02,+1.48
-0.83,-0.03,-1.81
+0.14,-0.02,+1.67
+0.33,-0.02,+1.53
-0.66,-0.03,+1.91
+0.30,-0.02,+1.34
+0.41,-0.02,+1.31
-0.55,-0.03,-1.86
+0.25,-0.02,+1.53
-0.38,-0.03,-1.97
+0.19,-0.02,+1.25
+0.53,-0.02,+1.11
-0.48,-0.03,+2.00
+0.20,-0.02,+1.30
+0.45,-0.02,+1.08
-0.41,-0.03,+1.84
+0.34,-0.02,+1.42
+0.72,-0.02,+1.30
-0.33,-0.03,-1.94
+0.12,-0.02,+1.80
+0.78,-0.02,+1.23
+0.19,-0.02,+1.97
+0.03,-0.02,+1.81
