-0.19,-0.09,-1.36
-0.20,-0.05,-0.28
-0.09,-0.19,+0.11
+0.28,-0.22,-1.98
+0.23,+1.14,-0.44
+0.22,-0.27,+0.03
+0.14,-0.30,-1.75
-1.11,+0.27,-0.72
+0.78,-0.45,+0.00
+0.03,-0.42,-1.42
-1.66,-0.36,-0.83
+0.88,-0.66,+0.00
+0.03,-0.58,-1.75
-1.00,-0.48,-0.89
+1.08,-0.50,-0.02
-0.30,-0.36,-1.56
-1.33,-0.72,-1.03
+0.44,-0.72,-0.06
+0.05,-0.45,-1.64
-1.20,-0.39,-1.14
+0.23,-0.70,+0.11
+0.22,-0.67,-1.23
+0.05,-0.98,-1.12
+0.50,-0.47,+0.02
-0.02,-0.73,-0.91
+0.06,-0.30,-1.33
+0.14,+0.41,-0.05
-0.34,-0.64,-1.05
-0.42,+0.20,-1.86
-1.59,+1.61,-0.16
-0.69,-0.70,-0.86
+0.17,+0.06,-1.78
-1.88,+1.20,-0.80
-0.34,-0.25,-0.91
