+1.45,-0.09,+1.61
+1.94,-0.06,+0.72
+0.53,-0.02,-1.05
-0.08,+0.64,+0.34
+1.03,+0.19,+0.38
+1.88,-0.33,+1.20
-1.66,+1.02,+0.09
+0.45,-0.25,+0.66
+0.17,-0.09,+1.09
+1.86,+0.56,+0.55
+1.02,-0.16,+0.34
+1.17,-0.41,+1.77
-0.89,+0.59,+0.00
-1.72,-0.38,-1.53
-0.66,-0.67,-1.06
-0.06,+0.31,-0.61
-0.45,-0.95,-0.59
+1.22,-0.62,+1.39
-1.03,+0.44,-0.52
+0.94,-0.50,+1.75
+0.73,-0.08,-1.72
+0.38,+0.36,-1.81
-1.47,+0.09,+0.58
+1.75,+0.16,+1.11
+0.28,+0.28,-1.95
-1.44,+0.16,+0.33
-0.94,+0.33,-1.31
+1.94,+0.25,-1.27
+1.45,+0.52,-1.19
+0.05,-0.86,+0.14
-0.39,-0.34,+1.64
+0.98,+0.64,+0.17
+1.66,-0.47,+0.28
+1.75,-0.31,+0.22
