-1.05,-0.03,+1.31
-1.02,-0.69,-0.39
-1.05,+0.55,-0.83
-0.14,-0.27,-1.41
+0.22,-0.36,+1.34
-1.02,+0.72,+0.42
+0.88,-0.52,+0.39
+0.30,+0.83,-0.88
-0.53,-0.31,-0.44
+1.69,-0.39,+1.27
-0.02,+0.55,-0.48
+0.81,-0.62,-1.92
-1.33,+0.59,-0.66
-1.23,+0.02,-0.66
-1.06,-0.66,+0.41
-1.83,+0.70,-1.91
+0.39,-0.55,-0.55
+1.22,+0.09,+0.31
-1.94,+0.38,+1.08
+1.84,-0.45,+1.02
-0.27,+0.78,+0.02
+1.91,-0.31,+1.73
+0.22,-0.31,+1.94
-1.47,+0.47,-0.53
+1.81,-0.42,-1.55
+1.36,+0.36,-0.97
-0.84,+0.02,-0.88
-0.80,-0.08,+1.86
