+0.08,-0.92,-0.31
+0.02,-1.39,-0.12
-0.09,-0.67,+0.23
+0.41,+0.33,-0.59
+0.09,-1.77,+0.00
+0.16,-0.22,+0.58
+0.14,-0.36,-0.17
+0.03,-1.17,-0.08
+0.31,+0.30,+0.02
-0.41,-2.00,+0.03
-0.05,-0.89,+0.03
+0.42,+0.11,-0.84
+0.12,-2.00,+0.19
+0.00,-0.06,-0.12
+0.09,-0.67,-0.27
+0.11,-1.14,+0.02
+0.45,+0.52,-0.83
-0.22,-2.00,+0.25
-0.03,-0.50,+0.02
+0.47,+0.56,-0.69
+0.08,-1.52,+0.05
+0.41,+0.42,-0.16
-0.47,-2.00,+0.11
-0.11,-0.77,+0.09
+0.45,+0.38,-0.88
+0.28,-2.00,+0.02
+0.06,-0.05,+0.11
-0.12,-1.56,-0.23
+0.14,-1.09,-0.22
