-0.97,+0.03,-1.97
-0.62,-0.69,+0.12
+1.47,+0.62,+0.80
-0.02,+1.98,+1.94
+0.56,-1.00,+1.88
-1.28,+0.44,+1.44
+1.52,+1.25,+0.00
-1.47,-0.98,-1.34
+0.95,+0.81,+1.39
+1.05,+0.28,+0.00
-0.41,-1.28,+2.00
+0.41,+0.92,-0.80
+1.28,-0.61,+0.00
-1.25,-1.30,-0.59
-1.09,+1.52,+2.00
-0.64,-1.05,+0.00
+0.06,-0.83,+0.44
-1.08,+0.61,-0.84
+0.47,-0.31,+0.00
+1.94,-1.28,+0.02
-0.11,+0.89,+1.19
-0.23,-1.56,+0.00
+1.23,+0.19,-1.52
-1.33,-0.41,-0.92
-1.14,-1.48,+0.00
-0.77,+1.62,+1.81
-1.64,-1.22,-1.64
-0.59,+0.19,+1.38
+0.14,+1.73,-0.41
-0.31,-1.28,-1.64
+1.00,+0.11,+0.03
-0.02,+1.98,+0.30
-0.89,-1.03,+0.58
-1.38,+0.73,+1.81
