-0.36,-0.75,+0.80
+1.97,+0.53,+1.56
+0.44,+1.34,+1.81
+1.02,-1.44,+1.69
-1.73,+0.95,+0.14
-0.02,+1.98,-1.88
+0.00,-2.00,+0.72
-0.23,-0.39,-1.95
-0.03,+1.48,-0.53
+1.05,-1.70,-1.77
+1.42,-1.03,-0.52
-1.17,+1.67,+1.97
-0.59,-0.22,+0.12
+1.03,-1.59,+0.00
+1.83,-1.28,+1.16
-0.69,+1.64,-0.53
+1.67,+0.48,+0.00
-1.86,-1.05,+1.06
+1.27,+0.91,+1.33
-0.02,+1.98,+1.95
+1.98,-1.50,+1.92
-1.92,+0.94,-0.42
-0.02,+1.98,-1.08
+1.02,-1.88,-1.03
-1.92,+0.02,-1.25
+1.94,+0.67,+0.02
-1.42,-1.14,-0.83
-0.41,-1.73,+0.00
+1.16,+0.11,+1.55
-1.47,+0.08,-1.94
-0.77,-0.30,+0.39
