+1.62,+0.16,-1.92
-0.88,-0.14,-0.72
+1.70,+0.00,-1.06
-0.62,+0.17,+1.66
-0.61,-0.45,-0.42
-1.23,-0.08,+1.47
+0.02,-0.06,+0.97
-0.02,+1.98,+1.67
-0.06,-1.72,-1.06
+1.58,+0.56,-1.81
+1.14,+0.39,-0.88
-0.97,-0.81,-0.83
-0.58,+0.25,-1.86
+1.28,-0.03,+0.19
-0.91,-0.33,+0.58
-0.34,-0.06,+0.61
-0.58,+0.70,+0.95
-0.42,-0.61,-1.22
+1.64,-0.20,+1.81
-0.92,+0.70,-1.42
-1.42,-0.08,+1.92
-0.20,-0.20,-0.45
+0.38,+1.06,-0.42
+0.03,-1.05,-0.73
+1.89,+0.20,-0.33
-0.33,+0.64,+1.95
+0.02,-0.31,+1.66
-0.70,-0.02,+0.62
+0.38,+0.67,-0.66
+0.25,+0.22,+0.14
-0.17,-0.61,-1.47
