-0.19,+0.36,-1.34
-0.16,-0.11,-0.08
+0.05,-0.22,+0.69
-0.25,+0.12,-1.98
-2.00,+1.98,-0.22
+0.31,-0.27,+0.52
-0.20,+0.08,-1.98
+0.22,-0.30,-0.34
+0.22,-0.30,+0.62
-0.31,+0.09,-1.98
-0.30,+1.98,-0.38
+0.11,-0.16,+0.47
-0.27,-0.02,-1.98
+0.77,+1.11,-0.48
-0.08,-0.22,+0.59
-0.41,+0.16,-1.98
+0.92,+0.00,-0.56
-0.22,-0.19,+0.59
-0.27,-0.03,-1.98
+0.38,-0.47,-0.59
-0.03,-0.14,+0.84
-0.11,+0.00,-1.98
+1.86,-0.98,-1.05
-0.25,+0.12,+0.88
+0.00,+0.05,-1.98
+1.70,+0.27,-1.38
-1.14,+0.27,+0.34
+0.42,-0.08,+0.31
-0.50,+0.23,-1.97
-1.11,+0.47,+0.25
+0.33,-0.20,+0.70
-0.50,+0.33,-1.73
-1.03,+0.61,-0.50
-0.33,+0.03,-0.91
